,fecha,titulo,volanta,autor,texto,url
119,08/04/2020,"

Tras ser acusado de escupir, exfuncionario con Covid-19 agradece a enfermeras

","
Daniel López Regalado, señalado de prepotente al ser atendido, publica un mensaje en redes sociales donde recomienda obedecer las restricciones sanitarias. Fue destituido y ahora es investigado por ""riesgo de contagio"" ",Roselia Chaca / Corresponsal,"
Juchitán de Zaragoza.- Después de 11 días de estar con los síntomas del Covid-19 y de la controversia que causara su estancia en el hospital Regional ""Presidente Juárez"" de los Servicios de Seguridad y Servicios Sociales de los Trabajadores del Estado (ISSSTE), Daniel López Regalado, exjefe de la Jurisdicción Sanitaria número 2 Istmo, publicó en la página de Facebook de su hermano un mensaje, en el cual recomienda obedecer las restricciones sanitarias de los Servicios de Salud.
Sentado en el corredor de una vivienda, con cubrebocas, intentando estar relajado pero visiblemente cansado, con tos y dificultad para respirar, el exfuncionario y también médico dijo no querer hablar de los comentarios ni de las noticias que circulan en redes sociales sobre el comportamiento que tuvo durante su estancia en dicho hospital del ISSSTE, mismo que derivó en una denuncia ante la Fiscalía General de la República (FGR) interpuesta por el apoderado jurídico del centro hospitalario, Leonardo Gómez Álvarez, por peligro de contagio a trabajadores y sociedad.
En su mensaje, el exempleado de los Servicios de Salud de Oaxaca (SSO) agradeció las muestras de apoyo que ha tenido a lo largo de estos días de aislamiento, además de expresar que se siente feliz y cumpliendo tres días sin fiebre; también agradeció a las enfermeras que lo atendieron amablemente en el ISSSTE, haciendo su trabajo, así como al director de este hospital.
""Estoy cerrando el ciclo de la enfermedad. Sé que tendré algunas secuelas, pero los síntomas han disminuido, cuesta poco respirar, y será parte de las secuelas, pero tengo atención médica"", comentó López Regalado.
Lee también: Destituyen a funcionario con Covid-19 por poner en riesgo a personal del ISSSTE
A pesar de la denuncia ante la FGR y la destitución del cargo por parte de los SSO, Daniel López Regalado agradeció al equipo de trabajo de la Jurisdicción Sanitaria de la cual estaba a cargo, y prometió que pronto regresará al trabajo.
Por último, recomienda a los ciudadanos a no salir de casa y respetar las restricciones de las autoridades de salud, porque la enfermedad “es real y es una pesadilla”.
""Esto es real, esto sí pasó, esto les puede pasar. Estos 14 días pueden convertirse en una pesadilla si no te quedas en casa. Esto te puede pasar, te lo digo yo. Si amas tu libertad, si amas tu salud, si amas tu familia, quédate en casa"".


Publicado por Alfonso López Regalado en Miércoles, 8 de abril de 2020

El día de ayer, la FGR en Oaxaca inició una carpeta de investigación por el delito de ""peligro de contagio"" por Covid-19 contra Daniel López Regalado, derivada de la denuncia presentada por Leonardo Gómez Álvarez.
La denuncia presentada el 6 de abril a la delegación estatal de la FGR se basó en el comportamiento del exfuncionario, que los trabajadores calificaron de agresivo y prepotente, y que a toda costa solicitaba su alta voluntaria, la cual no le fue concedida, informándole que era necesario permaneciera en el área de aislamiento.
Mientras estaba hospitalizado el paciente se descanalizó y escapó. Luego regresó al hospital y fue internado nuevamente siguiendo los protocolos, pero ante la actitud ""agresiva, grosera, irritable y prepotente"" se le da su alta voluntaria, alegando que no recibió atención necesaria desde que llegó. Después de eso se fue en compañía de Jesús Castillejos Guzmán, y fue internado en el Hospital de la Mujer y el Niño Oaxaqueño en la capital, espacio hospitalario que fue acondicionado en el estado para atender casos de Covid-19.
Sobre la acusación de personal médico respecto a que López Regalado escupió y tosió en los pasillos, Gonzalo López Cruz, director del  hospital del ISSSTE, aseguró que este comportamiento no sucedió.
“Yo quiero aclarar que muchas de las cosas que se han dado en las redes sociales no son ciertas. El paciente nunca escupió a las compañeras enfermeras ni al compañero, tampoco recorrió ningún pasillo del hospital. No tuvo contacto con ningún paciente, los único contactos fue el médico y las enfermeras"", señaló a medios de comunicación.
Hasta el momento Oaxaca reporta 35 pacientes positivos de Covid-19, de los cuales 14 han sido dados de alta y uno más falleció. Además, hay otros 61 pacientes cuyos resultados aún están en análisis para descartar la sospecha del contagio.
afcl
",https://www.eluniversal.com.mx/estados/tras-ser-acusado-de-escupir-exfuncionario-con-covid-19-agradece-enfermeras
120,08/04/2020,"

Ingresan al detenido Vera Carrizal a clínica; argumenta dolor abdominal

","
El señalado como el autor del ataque con ácido a la saxofonista oaxaqueña solicitó atención médica, por lo que se aplazará la audiencia de vinculación a proceso ",Christian Jiménez/Corresponsal,"
Oaxaca de Juárez.- Argumentando un fuerte dolor abdominal, el aún priista Juan Vera Carrizal, detenido por su probable responsabilidad intelectual en el ataque con ácido contra la saxofonista mixteca María Elena Ríos Ortiz, solicitó atención médica, luego de entregarse a autoridades estatales el pasado lunes, confirmó a EL UNIVERSAL la Fiscalía General del Estado de Oaxaca (FGEO).
La petición se dio tras un supuesto malestar que presentó este miércoles,  y por tanto se aplazará la audiencia de vinculación a proceso programada para hoy, pues su abogada, Carla Pratt solicitó un día más de plazo.
Por ello se acordó que, para dar continuidad al proceso que enfrenta por tentativa de feminicidio contenido en la causa penal 533/2019, su segunda presentación ante el juez se aplazará para mañana 9 de abril a las 11:00 de la mañana.
Según fuentes allegadas a la investigación, hoy a las 3:30 de la tarde, los cinco integrantes de la defensa legal del empresario gasolinero solicitaron el ingreso de un médico particular para que atendiera a su cliente, argumentando que el acusado presentaba fuertes dolores abdominales.
Lee también: “Todo se ve tan falso”, dice la saxofonista María Elena sobre detención de Vera Carrizal
Luego de ser revisado por el médico Bertín Hernández García, quien acudió a los separos, éste ordenó el ingreso de Vera Carrizal, a un hospital privado de Huajuapan de León, ciudad de la Mixteca donde el 9 de septiembre pasado ocurrió el ataque con ácido sulfúrico contra María Elena. El hospital se denomina clínica de especialidades Jardines del Sur.
La Fiscalía General abundó que tras su estancia en la clínica privada, el acusado ya reingresó a los separaos en donde espera se defina su situación jurídica.
Luego de los hechos, a través de su cuenta de Twitter personal, María Elena Ríos aseguró que su agresor está en perfecto estado de salud y pidió “estar atentos al proceso y no dejar que una estrategia basada en artimañas vulnere el camino hacia la justicia”.
El lunes, en conferencia de prensa, el fiscal general del estado, Rubén Vasconcelos Méndez, aseguró que no habrá tratos especiales en el proceso que enfrenta Vera Carrizal, además agregó qué hay pruebas suficientes para demostrar su responsabilidad intelectual en el ataque.
afcl
",https://www.eluniversal.com.mx/estados/ingresan-al-detenido-vera-carrizal-clinica-argumenta-dolor-abdominal
121,05/04/2020,"

Lanzan huevos a enfermero en Mérida, Yucatán

","
Rafael Ramírez Morales, enfermero del IMSS, denunció que mientras esperaba el transporte público, un par de sujetos en motocicleta le arrojaron huevos para posteriormente burlarse y reírse de él ",Yazmín Rodríguez / Corresponsal,"
Mérida.- Mediante las redes sociales el enfermero del IMSS Yucatán, Rafael Ramírez Morales, denunció que mientras esperaba el transporte público, un par de sujetos en motocicleta le arrojaron huevos y mancharon su uniforme, para posteriormente darse a la fuga en medio de burlas y carcajadas.
Explicó que los hechos ocurrieron a las 7:40 de la noche del sábado, luego de salir de trabajar.
Afirmó que sintió rabia e impotencia ya que pensó que estas clases de cosas no pasaban en la ciudad.
""Me sentí impotente al no poder hacer nada, mientras ellos se retiraban en medio de carcajadas... La acción fue la de un cobarde y es increíble que tengamos que soportar esta clase de agresión o humillación por parte de gente tan ignorante"", escribió en su post.
Lee también: Enfermeras, blanco de ataque en Sinaloa; agreden a una con cloro
Declaró que él sólo es un profesional de la salud que hace todo lo posible para ayudar a los enfermos durante la contingencia.
""¡Entiende! que somos nosotros los profesionales de la salud, que día a día damos la mejor cara para atender a tu familia enferma y lo hacemos como nos gustaría que atendieran a la nuestra, y que somos nosotros los que en estos momentos estamos haciéndole frente a esta contingencia y me pregunto si, ¿es está la forma en la que nos alientan para seguir trabajando?, ¿es esa la forma de mostrar un poco de empatía?"", se preguntó.
Sostuvo que más que nada después de los hechos dijo estar ""muy triste” al ver que la sociedad los trata como si hicieran mal las cosas, sin considerar que médicos, doctores, enfermeras y enfermeros son los que están dando la batalla en estos momentos para atender a los enfermos.
Dijo que decidió usar sus redes sociales para denunciar la agresión  de que fue víctima y pedirle a la gente que reaccione y respete a quienes laboran en las clínicas y hospitales.
La denuncia de este enfermero se suma a la de otros empleados de clínicas y hospitales que se han quejado en Mérida de que autobuses del servicio urbano y taxis no les dan parada cuando ven que portan uniformes de hospitales.
 


Soy Rafael Ramírez, soy enfermero del IMSS Yucatán, el día de ayer por la noche alrededor de las 7:40 pm. mientras...
 Publicado por Rafael Ramirez Morales en Domingo, 5 de abril de 2020


afcl
",https://www.eluniversal.com.mx/estados/coronavirus-lanzan-huevos-enfermero-en-merida-yucatan
122,,"

José Xavier Návar

",,,,https://www.eluniversal.com.mx/autor-opinion/articulistas/jose-xavier-navar/jose-xavier-navar
123,09/04/2020,"

Día 16, después de que me diagnosticaron Covid

",,,"

Antes de comenzar a narrar mi experiencia, quiero agradecer a Emilio Rabasa, mi esposo, su compañía y entrega. Qué importante es el amor y el respeto; el ejercicio de las nuevas masculinidades no solo es posible, sino también fundamental. Me demostró con cariño, que me respeta como su pareja, pero sobre todo como Mujer.

Agradezco a doctoras y doctores. Entregan su vida por salvar la nuestra. A quienes los ofenden y discriminan, les sugiero que se informen porque si se contagian así de ignorantes, la pueden pasar muy mal. Si te contagias, puedes salir adelante, aislándote y siguiendo las recomendaciones. Quienes nos contagiamos, no sabemos qué hacer a partir del día 15. Necesitamos información URGENTE.

1. Las primeras semanas de marzo, tuve reuniones de trabajo y con amistades: comencé con la cadena feminista, la marcha de mujeres, el paro (por supuesto), Senado y Cámara de Diputados: acompañar la reforma en materia de Violencia Política contra las Mujeres en razón de Género, (por cierto Segob y Consejería Jurídica: ¡no se ha publicado en el DOF!), clases en la UNAM, viajé a Monterrey dos días, se cruzó mi cumpleaños, viajé a San Cristóbal de las Casas. Es muy difícil saber cómo me contagié, cuándo y en dónde.

2. El 23 de marzo me sentí fatal, me dolía todo el cuerpo, la garganta, la cabeza, la espalda; la temperatura escaló a 38.8, decidí ir a urgencias de un hospital privado, porque tenía los síntomas del Covid-19.

3. Exigí 3 veces un cubreboca, y no me lo dieron. Me pasaron a cubículo. La doctora me llamó la atención por no traer cubreboca, ya imaginarán mi respuesta… pero entendió y les llamó la atención en la ventanilla. Después de tomarme los signos, me dijo que tenía todos los síntomas, lo cual me perfilaba como “sospechosa”, sin embargo, tendría que esperar unas 4 horas, porque había una fila muy larga para la prueba, lo cual me ponía en alto riesgo de contagio. Adicionalmente me dio el costo de 10 mil pesos. Me recomendó mejor ir a casa y evaluar mi estado de salud 48 horas.

4. Los síntomas se intensificaron. Agregaría: la tos seca, el dolor de espalda, huesos y articulaciones insoportable, líquido nasal y problemas estomacales. Perdí el sentido del olfato y los sabores siguen siendo extraños (amargo, salado y a metal). El jueves 26 fuimos a Nutrición y me atendieron de maravilla. Pasé 3 filtros: a) datos y entrevista sobre síntomas, b) revisión médica y c) prueba en área aislada —muestra garganta y nariz. Pasé sola. Emilio no pasó ni el primer filtro porque no tenía síntomas.

5. Ese día por la tarde recibí el correo electrónico de la residente de Nutrición, informándome que mi resultado era positivo. Anexó manual con indicaciones de cuidados. Esto es muy importante, porque mandan aislamiento obligatorio de 14 días en casa. Pero en tu casa, debes estar aislada de tu familia. Totalmente aislada 14 días. Paracetamol y para los dolores me autorizaron ibuprofeno (lo único que me quitó el dolor). Los 14 días fui evolucionando poco a poco. Mucho descanso, líquidos, comer bien y descansar.

6. Hoy, aún no me siento al 100. Persiste el cansancio y el problema del olfato y gusto. No existen protocolos de alta o de salida para quienes tuvimos (¿o tenemos?) Covid-19. En los hospitales públicos no cuentan con pruebas para saber después de los 14 días si ya no eres positiva. El equipo médico sugirió hacerme una segunda prueba en un laboratorio privado, lo que hice ayer; estoy en espera del resultado. Me preocupa que no hay información suficiente para quienes nos contagiamos y vamos de salida. Me sorprende que en las conferencias de prensa diarias, dan datos de “recuperados”, ¿en automático, sólo porque transcurrieron los 14 días? ¿la inmunidad es automática?...

7. Subsecretario Hugo López-Gatell, es necesario un protocolo que nos señale qué medidas tomar, para asegurarnos de que no está activo el virus, antes de que al día 15 empiece todo mundo a hacer vida normal en familia y contagiar a [email protected]

La pasé mal, mucho dolor. Hoy veo la vida distinta. Valoro mucho más la sinceridad y la cercanía de personas que estuvieron atentas a mi salud. Aprecio mucho más la vida, la paz y las pequeñas cosas cotidianas que te sostienen. Me preocupa México.
 

Catedrática de la UNAM. Presidenta
de “12624 Consultoras”.
@MC_ alanis
",https://www.eluniversal.com.mx/opinion/maria-del-carmen-alanis/dia-16-despues-de-que-me-diagnosticaron-covid
124,09/04/2020,"

Covid: soldados sin fusil

",,,"

Read in English
 En México, el primer caso de coronavirus apareció mientras China, Italia, España y Corea del Sur estaban en el punto más alto de contagios o en camino de llegar a él. La oportunidad que tuvieron el gobierno, autoridades de salud y sociedad fue la de aprender de los aciertos y errores en que incurrían otras naciones ante un virus nuevo, del cual todos los días se aprendía algo.

En este momento esa ventaja se perdió. El país se encuentra en fase 2 y con un aumento exponencial en el número de infectados.

La complicación natural que se preveía era que ningún sistema de salud sería capaz de librar de manera adecuada la atención a los miles de enfermos y que los insumos para hospitales serían insuficientes. Conforme avanzaba la pandemia la lección clara fue que el personal médico representaba la primera línea de batalla contra el “enemigo”, que corría los mayores riesgos y que su protección oportuna era indispensable.

Todo lo anterior se veía venir. ¿Se aprendió de la experiencia internacional? ¿Se actuó a tiempo?

Anoche, de acuerdo con las cifras de la Secretaría de Salud, México rebasó los 3,100 casos positivos, pero el Instituto Mexicano del Seguro Social apenas la semana pasada concretaba el trámite para la adquisición de 2,500 ventiladores con el fin de atender a pacientes con Covid-19. Con el tiempo encima, la institución asignó el contrato por adjudicación directa.

También ayer se conoció que 20 médicos de una clínica del IMSS ubicada en Tlalnepantla están infectados de coronavirus. La autoridad señaló que el contagio vino de afuera.

Además, se ha detectado personal médico con Covid-19 en clínicas de Monclova, Cuernavaca y Cabo San Lucas. Médicos y enfermeras llevan días reclamando equipamiento para atender a los enfermos.

Esta semana, la UNAM y el IPN anunciaron que retirarán a sus alumnos de medicina de las sedes clínicas donde realizan estudios y tareas de atención a pacientes, “por la falta de protección adecuada ante los casos de coronavirus”.

Hasta ahora las evidencias son que no hay insumos para doctores o enfermeras, o están llegando muy tarde.

Personal médico y de enfermería necesitan contar con los pertrechos necesarios para contener al virus y atender a los enfermos. Ellos son los soldados en esta guerra. Están cara a cara con el coronavirus. Si esto no ha quedado claro, el costo para el país será enorme.
",https://www.eluniversal.com.mx/opinion/editorial-el-universal/covid-soldados-sin-fusil
125,,"

Jimena Cándano

","
Si no tomamos medidas preventivas, el miedo y la ansiedad seguirán creciendo en nuestras vidas. Es tiempo de trabajar para que la inseguridad no se aloje en nosotros como un sentimiento común e inevitable ",,,https://www.eluniversal.com.mx/autor-opinion/plumas-invitadas/jimena-candano
126,,"

Ariel González

",,,,https://www.eluniversal.com.mx/ariel-gonzalez
127,10/04/2020,"

Covid-19, oportunidad para repensar modelos educativos

",,,"
Las niñas, niños y adolescentes son los ciudadanos del futuro, considerados agentes de cambio para la próxima generación de profesionales. Recordemos que son ellos quienes más padecerán las crisis del mundo; sin embargo, en la medida que sepamos que de ellas emergen oportunidades para repensarnos como sociedad, cultivar la empatía y aumentar nuestra resiliencia, construiremos comunidades más seguras y solidarias para su sano crecimiento.
El Covid-19 es un virus nuevo, del cual todavía estamos aprendiendo, sabemos hasta ahora que afecta a personas de todas las edades y que, las niñas, niños y adolescentes han sido los menos afectados en cuanto a temas de salud física se refiere, pero el impacto de esta pandemia va más allá, afecta nuestros modelos económicos, escolares y laborales, modificando nuestro estilo de vida.
Como medida precautoria del contagio masivo en las escuelas, se “adelantaron” las vacaciones de semana santa para niveles básicos de educación, mientras que en bachilleratos y universidades decidieron aliarse a la tecnología para continuar con su cronograma de actividades mediante videoconferencias, además de que se promete un regreso escalonado a las actividades; estamos hablando de que este periodo va a ser durante mínimo, dos meses.
En un contexto como este es cuando más se percibe la sociedad tan desigual que hemos creado: ¿Cuántos niños pueden realmente tomar una clase en línea?, ¿Cuántos de ellos no estarán sometidos en un entorno de violencia intrafamiliar?, ¿Cuántos de ellos podrían perder el ciclo escolar?, ¿Cuántos ni siquiera estaban en la escuela antes del confinamiento?
México es el país de la OCDE que proporciona la mayor parte de su gasto público a educación (22%); sin embargo, no se ha visto reflejado en mejores resultados, ni en la capacidad de crear capital humano competitivo, ni como el medio que fomente la eliminación de la desigualdad estructural que, en la mayoría de los casos, deriva en la falta de oportunidades y esto a su vez en el deterioro de la paz en nuestro país, más aún en un contexto de pandemia.
Administraciones pasadas han hecho mucha comunicación en torno a la reforma y el sistema educativo y, de hecho, se ha convertido en parte de sus líneas discursivas. Pese a esto, durante casi un siglo todas las acciones del gobierno mexicano se han visto dirigidas a mejorar “la escuela” y esto no ha funcionado porque además de ser reactivo, la intervención debe ser mucho más profunda pues es un tema estructural, es decir, en él intervienen muchos factores que van más allá del acceso a internet en los planteles.
¿Hacia dónde nos tenemos que redirigir? Hoy al cuidado de nuestras niñas y niños, quienes pueden estar experimentado ansiedad y estrés por estar en casa sin entender la magnitud del asunto, mirando a sus papás preocupados, sin entender que los agobia la posible pérdida de trabajo y la economía en picada; mañana a replantear las políticas educativas, que garanticen el acceso de este derecho para todas y todos.  
 
",https://www.eluniversal.com.mx/opinion/jimena-candano/covid-19-oportunidad-para-repensar-modelos-educativos
128,09/04/2020,"

Roosevelt y AMLO

",,,"

Nunca le ha hecho más falta un líder al país que en estos días. Por ello el informe que AMLO rendiría el domingo se convirtió en una esperanza nacional. Esperado como las charlas de chimenea de Franklin D. Roosevelt en los aciagos días de la II Guerra Mundial, el mensaje al país resultó una desilusión. Un copy paste de la cantaleta cotidiana frente a un desolado escenario sin espectadores. Es probable que le hubieran aconsejado mantenerse en el mensaje (stay on message), como debe hacerse para enfrentar una crisis. No obstante, faltó un asesor histórico que advirtiera al presidente lo que dijo Vicente Guerrero: “la patria es primero”. ¿Por qué inspirarse en Franklin D. Roosevelt, antes que en los próceres mexicanos?

Roosevelt fue un personaje que AMLO considera el mejor presidente de Estados Unidos. No tiene idea de la historia. El mejor presidente para México es Abraham Lincoln que salvó a la República. Lo hizo gracias a Matías Romero, a quien la República le debe mayor reconocimiento. Matías Romero fue el enviado de don Benito Juárez a Washington para conseguir los apoyos necesarios: dinero, armas, pertrechos y solidaridad económica y política para luchar contra el Imperio. No solamente consiguió eso, dejó en la Casa Blanca el sello de la dignidad e inteligencia mexicanas. Un admirable oaxaqueño que admiró el mismo presidente Lincoln.

Roosevelt es un hombre singular, adelantado de su época, tanto así que toleró el amor de su esposa Eleanor con la periodista Lorena Hickok, quien compartía el techo y la cama de los Roosevelt. Pero a pesar de su gran estatura internacional, no hay nada que México deba agradecerle. Por el contrario, en la reconstrucción del New Deal, los trabajos pesados los hicieron los mexicanos en los campos agrícolas, en las vías ferroviarias, en las obras de infraestructura que activaron keynesianamente la economía, sin que jamás se haya reconocido esa aportación.

En la historia oprobiosa del país vecino están la esclavitud y la discriminación a negros, chinos y mexicanos. Hay otro episodio. Al iniciar el siglo XX migrantes japoneses llegaron a Estados Unidos y se asentaron en los estados de California, Oregon y Washington. Su laboriosidad y disciplina los llevó a producir la mitad de los vegetales de California. Con el estallido de Pearl Harbor se dudó de su lealtad al país, se les obligó a renunciar a sus propiedades, se olvidó que eran ciudadanos estadounidenses y fueron confinados a campos de concentración. Se les llevó a barracas, protegidas por alambre de púas y resguardados por policías armados. Mientas en Europa Hitler instauraba campos de concentración para judíos, Roosevelt, el campeón de la democracia que tanto admira AMLO, habilitó caballerizas de los hipódromos como celdas. Lo hizo sin motivo moral ni fundamento jurídico, para sus propios conciudadanos.

Estados Unidos había entrado en guerra también con Alemania e Italia, pero nunca se dio a los blancos descendientes de italianos o alemanes el mismo tratamiento que a los ciudadanos estadounidenses de origen japonés. La Suprema Corte de Estados Unidos que en muchas ocasiones ha decidido por la justicia y la decencia, en este asunto se alineó con Roosevelt, abandonó su autonomía y negó a los japoneses los derechos y protección de la justicia que con razón imploraban.

Roosevelt nunca se disculpó por la violación de los derechos humanos más elementales de decenas de miles de personas. Tuvieron que pasar 40 años para que el Congreso de Estados Unidos pidiera un avergonzado perdón, al grado de entregar una compensación económica a los sobrevivientes, hombres y mujeres de origen japonés, por haberlos recluido durante tres años como prisioneros de guerra en los campos de concentración organizados por el presidente Roosevelt.

No es el impulsor del New Deal el mejor ejemplo que el presidente de México pueda dar al país. Antes que Roosevelt debió pensar en Morelos y Matías Romero.

 

Investigador nacional en el SNI.
@ DrMarioMelgarA
",https://www.eluniversal.com.mx/opinion/mario-melgar-adalid/roosevelt-y-amlo
129,,"

David Huerta

","
El centenario del PCM y el aniversario 80 del poema gorosticiano son importantes por razones diferentes, pero complementarias, o eso quiero creer. ",,,https://www.eluniversal.com.mx/autor-opinion/articulistas/david-huerta/david-huerta
